transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,gender,job_title,wealth_segment,deceased_indicator,owns_car,tenure,Age,postcode,job_title_transaction_count,postcode_transaction_count,age_transaction_count,tenure_transaction_count,recency,frequency,total_monetary_value
13538,0,3437,2017-01-25,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,Male,VP Marketing,High Net Worth,N,No,12.0,0.0,3073.0,6.925925925925926,5.75,5.730803177405119,5.955056179775281,102,5,6930.87
13539,0,1538,2017-12-29,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,Male,Pharmacist,High Net Worth,N,Yes,12.0,28.0,2177.0,5.84,5.4,6.043478260869565,5.955056179775281,1,4,891.12
13540,90,1352,2017-05-27,False,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,Male,Electrical Engineer,High Net Worth,N,No,18.0,0.0,3199.0,5.428571428571429,4.875,5.730803177405119,5.48,88,3,2496.04
13541,56,2546,2017-03-02,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02,Female,Assistant Professor,High Net Worth,N,No,11.0,37.0,3351.0,6.424242424242424,4.0,5.545454545454546,5.649484536082475,19,4,2419.01
13542,31,1231,2017-07-08,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,Female,Social Worker,Affluent Customer,N,No,18.0,44.0,2120.0,5.947368421052632,4.7,5.544642857142857,5.48,175,2,2000.5500000000002
13543,83,50,2017-06-04,True,Approved,Solex,Touring,medium,large,2083.94,675.03,2004-08-07,Male,Account Executive,Mass Customer,N,Yes,16.0,37.0,2047.0,5.6,6.5,5.545454545454546,5.675531914893617,26,8,9252.66
13544,50,328,2017-12-26,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16,Female,Senior Developer,Mass Customer,N,No,12.0,26.0,3437.0,5.117647058823529,6.333333333333333,5.4523809523809526,5.955056179775281,4,8,5739.53
13545,23,2186,2017-02-14,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,Female,Clinical Specialist,High Net Worth,N,No,5.0,0.0,2557.0,6.448275862068965,5.75,5.730803177405119,5.62051282051282,154,3,4245.21
13546,48,986,2017-01-31,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2003-07-21,Male,Office Assistant I,Mass Customer,N,Yes,8.0,23.0,4825.0,4.833333333333333,7.0,5.538461538461538,5.608695652173913,75,8,8673.32
13547,2,893,2017-07-22,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,Male,Geologist I,Mass Customer,N,No,16.0,34.0,2148.0,6.7,5.421052631578948,5.548387096774194,5.675531914893617,75,7,9202.85
13548,9,3493,2017-06-30,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,Male,Research Assistant I,High Net Worth,N,No,18.0,0.0,2090.0,4.8,4.666666666666667,5.730803177405119,5.48,93,6,10053.82
13549,3,1737,2017-11-15,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,Female,Senior Developer,Affluent Customer,N,Yes,13.0,41.0,4121.0,5.117647058823529,5.0,5.782608695652174,5.624277456647399,45,3,4477.58
13551,61,1797,2017-01-25,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,Male,Assistant Professor,Mass Customer,N,No,8.0,43.0,3075.0,6.424242424242424,6.25,5.610687022900764,5.608695652173913,54,11,10502.99
13552,76,2669,2017-09-20,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,Male,Business Systems Development Analyst,Affluent Customer,N,No,1.0,22.0,3250.0,5.525,5.0,6.186046511627907,5.879194630872483,48,3,3552.54
13553,28,1227,2017-01-22,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1992-10-11,Female,Software Engineer I,Affluent Customer,N,Yes,12.0,28.0,2285.0,5.833333333333333,6.5,6.043478260869565,5.955056179775281,61,12,9340.67
13554,86,3224,2017-08-08,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,Female,Automation Specialist III,Affluent Customer,N,No,3.0,21.0,3083.0,7.0,5.0,6.683333333333334,5.767605633802817,51,9,8518.72
13555,12,2013,2017-07-18,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1994-09-09,Female,Registered Nurse,Affluent Customer,N,Yes,19.0,22.0,2099.0,5.323529411764706,6.466666666666667,6.186046511627907,5.978571428571429,15,10,9944.76
13556,10,2379,2017-10-21,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2005-12-07,Female,Occupational Therapist,Affluent Customer,N,Yes,15.0,36.0,2222.0,5.764705882352941,6.5,5.871428571428571,5.9869281045751634,3,11,13030.07
13557,26,1411,2017-01-08,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1991-08-05,Female,Registered Nurse,Mass Customer,N,Yes,5.0,23.0,2259.0,5.323529411764706,5.555555555555555,5.538461538461538,5.62051282051282,35,6,8273.8
13558,53,1179,2017-02-24,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1999-06-23,Male,Media Manager IV,High Net Worth,N,Yes,13.0,29.0,4012.0,4.666666666666667,6.0,5.454545454545454,5.624277456647399,7,4,6441.950000000001
13559,23,3366,2017-11-05,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2016-11-22,Male,Technical Writer,Mass Customer,N,Yes,14.0,42.0,2144.0,5.354838709677419,4.285714285714286,5.783505154639175,5.5683060109289615,44,4,4591.95
13560,90,3204,2017-08-23,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1993-05-26,Female,Media Manager III,Mass Customer,N,Yes,4.0,23.0,4022.0,5.714285714285714,6.0,5.538461538461538,5.529761904761905,34,9,12368.289999999999
13561,57,2927,2017-04-01,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-23,Male,VP Sales,Affluent Customer,N,Yes,14.0,0.0,3933.0,5.103448275862069,3.0,5.730803177405119,5.5683060109289615,99,3,4096.32
13562,14,3143,2017-09-24,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,Female,Chief Design Engineer,Mass Customer,N,No,5.0,21.0,3000.0,6.782608695652174,6.666666666666667,6.683333333333334,5.62051282051282,20,11,10532.28
13564,0,1713,2017-08-21,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,Female,Teacher,High Net Worth,N,Yes,21.0,29.0,3170.0,5.518518518518518,6.6,5.454545454545454,5.851063829787234,6,7,9031.89
13565,29,3418,2017-10-01,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,Female,Systems Administrator IV,High Net Worth,N,No,19.0,0.0,2713.0,5.333333333333333,5.0,5.730803177405119,5.978571428571429,90,5,4643.87
13566,16,3369,2017-08-18,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,Female,Research Associate,Mass Customer,N,No,10.0,41.0,4670.0,5.523809523809524,5.6923076923076925,5.782608695652174,5.564971751412429,76,6,6850.6900000000005
13567,76,102,2017-04-09,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,Male,Quality Control Specialist,Affluent Customer,N,No,16.0,0.0,2168.0,5.75,5.857142857142857,5.730803177405119,5.675531914893617,42,7,6659.22
13568,0,637,2017-03-15,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Female,Health Coach I,High Net Worth,N,No,13.0,41.0,2759.0,9.0,6.285714285714286,5.782608695652174,5.624277456647399,7,13,13899.73
13569,27,1914,2017-02-17,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,Male,VP Product Management,Mass Customer,N,No,5.0,0.0,4014.0,5.766666666666667,8.0,5.730803177405119,5.62051282051282,12,8,7833.69
13570,44,674,2017-03-12,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,Female,Developer II,Mass Customer,N,No,5.0,0.0,3752.0,5.25,4.6,5.730803177405119,5.62051282051282,115,6,6404.85
13571,75,2548,2017-10-04,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,Female,Chief Design Engineer,Mass Customer,N,No,13.0,0.0,3029.0,6.782608695652174,6.818181818181818,5.730803177405119,5.624277456647399,3,13,14027.08
13572,8,1901,2017-06-20,True,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,Male,Budget/Accounting Analyst I,Affluent Customer,N,No,8.0,40.0,4074.0,7.0,7.0,5.849162011173185,5.608695652173913,127,7,10098.550000000001
13573,80,2783,2017-10-02,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2013-09-16,Male,Sales Representative,Affluent Customer,N,Yes,7.0,39.0,2171.0,5.703703703703703,6.166666666666667,5.946524064171123,5.862068965517241,73,11,9019.44
13574,50,1581,2017-03-06,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16,Female,Recruiter,Mass Customer,N,No,13.0,43.0,2251.0,5.866666666666666,6.0,5.610687022900764,5.624277456647399,36,8,7922.66
13575,98,2396,2017-12-30,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-06,Female,Recruiter,Affluent Customer,N,Yes,7.0,44.0,4128.0,5.866666666666666,4.666666666666667,5.544642857142857,5.862068965517241,0,5,5478.09
13576,23,2594,2017-09-30,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02,Male,Internal Auditor,Mass Customer,N,No,2.0,20.0,2197.0,5.75,5.25,5.633333333333334,5.661538461538462,91,6,9467.470000000001
13577,71,2590,2017-06-13,True,Approved,Solex,Standard,high,large,1842.92,1105.75,2002-10-10,Female,General Manager,Affluent Customer,N,Yes,11.0,0.0,2102.0,5.4,6.25,5.730803177405119,5.649484536082475,50,6,8720.42
13578,45,2526,2017-11-07,True,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,Male,Software Test Engineer II,Mass Customer,N,No,8.0,0.0,2138.0,5.5,5.285714285714286,5.730803177405119,5.608695652173913,53,6,6039.110000000001
13579,0,1586,2017-04-01,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Female,Physical Therapy Assistant,High Net Worth,N,No,15.0,32.0,2119.0,6.041666666666667,6.833333333333333,5.580246913580247,5.9869281045751634,16,6,6104.44
13580,63,2603,2017-10-04,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,Female,Nurse,High Net Worth,N,No,11.0,0.0,3146.0,6.1923076923076925,6.0,5.730803177405119,5.649484536082475,14,7,7817.9400000000005
13581,49,676,2017-06-07,False,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-05,Male,Senior Editor,High Net Worth,N,Yes,14.0,0.0,2194.0,5.130434782608695,6.666666666666667,5.730803177405119,5.5683060109289615,33,6,6739.82
13584,7,1400,2017-10-22,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2007-08-04,Female,Senior Developer,Affluent Customer,N,Yes,7.0,35.0,4217.0,5.117647058823529,6.0,5.583333333333333,5.862068965517241,56,7,9111.93
13585,68,16,2017-09-22,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2015-06-17,Male,Media Manager IV,Mass Customer,N,Yes,18.0,40.0,3331.0,4.666666666666667,5.0,5.849162011173185,5.48,99,5,7763.79
13586,100,2460,2017-08-08,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1994-09-09,Male,Nurse Practicioner,High Net Worth,N,Yes,12.0,41.0,3690.0,5.4,6.0,5.782608695652174,5.955056179775281,50,4,4291.639999999999
13587,73,1396,2017-02-13,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,Male,Cost Accountant,Mass Customer,N,No,18.0,30.0,3756.0,4.965517241379311,8.0,5.651515151515151,5.48,9,10,11434.630000000001
13588,3,2544,2017-06-05,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,Male,VP Marketing,Mass Customer,N,Yes,16.0,29.0,2261.0,6.925925925925926,6.055555555555555,5.454545454545454,5.675531914893617,32,6,6633.58
13589,45,337,2017-02-21,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1991-11-07,Female,Statistician IV,High Net Worth,N,Yes,12.0,38.0,3105.0,4.444444444444445,6.0,5.722222222222222,5.955056179775281,37,6,5855.57
13590,22,1731,2017-05-10,True,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12,Female,Health Coach III,High Net Worth,N,Yes,19.0,0.0,4161.0,7.0,6.25,5.730803177405119,5.978571428571429,43,11,8015.92
13591,39,912,2017-11-10,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-10,Male,Sales Representative,Mass Customer,N,Yes,19.0,0.0,2211.0,5.703703703703703,6.0,5.730803177405119,5.978571428571429,40,7,7206.52
13592,53,1437,2017-01-22,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,Male,Electrical Engineer,Affluent Customer,N,No,20.0,43.0,2777.0,5.428571428571429,4.833333333333333,5.610687022900764,5.659090909090909,143,3,3495.9300000000003
13595,92,2840,2017-12-14,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2016-03-29,Male,Recruiter,Mass Customer,N,Yes,9.0,25.0,3337.0,5.866666666666666,4.857142857142857,5.4375,5.718390804597701,16,4,3362.7599999999998
13596,80,2278,2017-04-05,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-16,Male,Product Engineer,Affluent Customer,N,Yes,8.0,40.0,2580.0,5.333333333333333,7.75,5.849162011173185,5.608695652173913,34,5,3123.04
13597,11,3421,2017-05-22,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1996-11-09,Female,Computer Systems Analyst II,Affluent Customer,N,Yes,18.0,0.0,2226.0,7.166666666666667,6.571428571428571,5.730803177405119,5.48,28,10,12000.2
13598,4,2955,2017-06-08,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,Male,Community Outreach Specialist,High Net Worth,N,No,13.0,27.0,2765.0,5.428571428571429,5.5,5.634146341463414,5.624277456647399,19,8,8309.33
13599,0,2531,2017-11-20,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1992-10-11,Male,Teacher,High Net Worth,N,Yes,8.0,36.0,2340.0,5.518518518518518,6.25,5.871428571428571,5.608695652173913,5,7,7233.38
13600,71,1779,2017-07-22,False,Approved,Solex,Standard,high,large,1842.92,1105.75,2013-06-09,Male,Information Systems Manager,Affluent Customer,N,No,5.0,21.0,3141.0,5.806451612903226,4.25,6.683333333333334,5.62051282051282,129,6,8886.92
13601,30,1534,2017-07-13,True,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,Female,Human Resources Assistant I,Mass Customer,N,No,4.0,19.0,2168.0,5.375,5.857142857142857,5.647887323943662,5.529761904761905,46,7,7048.71
13602,56,679,2017-05-01,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04,Female,Registered Nurse,Mass Customer,N,No,12.0,43.0,2557.0,5.323529411764706,5.75,5.610687022900764,5.955056179775281,62,10,8300.07
13603,0,838,2017-04-13,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,Male,Financial Advisor,High Net Worth,N,No,15.0,0.0,4350.0,5.818181818181818,6.0,5.730803177405119,5.9869281045751634,41,4,3724.8199999999997
13604,32,2419,2017-06-28,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25,Male,Physical Therapy Assistant,High Net Worth,N,No,9.0,39.0,4118.0,6.041666666666667,7.4,5.946524064171123,5.718390804597701,51,8,8651.87
13605,88,1377,2017-07-07,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2005-05-10,Male,Mechanical Systems Engineer,Mass Customer,N,Yes,2.0,28.0,3170.0,5.470588235294118,6.6,6.043478260869565,5.661538461538462,75,5,5783.17
13606,94,2585,2017-08-25,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Male,Geologist III,Affluent Customer,N,No,7.0,23.0,4565.0,5.833333333333333,7.0,5.538461538461538,5.862068965517241,5,7,7066.38
13607,0,1310,2017-04-03,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1991-01-21,Male,Geological Engineer,High Net Worth,N,Yes,13.0,31.0,4164.0,5.375,5.0,5.479591836734694,5.624277456647399,20,5,4177.02
13608,82,3211,2017-09-14,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1999-06-23,Female,Automation Specialist II,High Net Worth,N,Yes,7.0,24.0,3083.0,6.142857142857143,5.0,5.320754716981132,5.862068965517241,35,3,3667.73
13609,40,3073,2017-01-01,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,Male,Nurse,Affluent Customer,N,No,17.0,0.0,3132.0,6.1923076923076925,3.0,5.730803177405119,5.933734939759036,251,3,3426.95
13611,34,2853,2017-01-13,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1994-09-09,Male,Executive Secretary,High Net Worth,N,Yes,7.0,32.0,2089.0,5.777777777777778,6.625,5.580246913580247,5.862068965517241,81,8,8836.36
13612,38,3224,2017-02-04,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,Female,Automation Specialist III,Affluent Customer,N,No,3.0,21.0,3083.0,7.0,5.0,6.683333333333334,5.767605633802817,51,9,8518.72
13613,59,1771,2017-01-08,True,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20,Female,Geological Engineer,Mass Customer,N,Yes,14.0,43.0,4123.0,5.375,5.8,5.610687022900764,5.5683060109289615,39,6,7019.95
13614,41,2994,2017-12-15,True,Approved,Solex,Road,medium,medium,416.98,312.74,2012-06-04,Female,Accountant II,Mass Customer,N,Yes,18.0,41.0,2763.0,5.6,6.578947368421052,5.782608695652174,5.48,15,3,719.38
13615,54,1940,2017-08-11,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2016-12-06,Female,Teacher,High Net Worth,N,Yes,8.0,40.0,4226.0,5.518518518518518,5.9,5.849162011173185,5.608695652173913,76,4,6093.610000000001
13616,72,2910,2017-09-25,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2004-07-25,Female,Registered Nurse,Mass Customer,N,Yes,12.0,0.0,3184.0,5.323529411764706,6.5,5.730803177405119,5.955056179775281,46,8,5951.54
13617,38,1136,2017-09-27,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,Male,Executive Secretary,High Net Worth,N,No,7.0,40.0,2147.0,5.777777777777778,6.235294117647059,5.849162011173185,5.862068965517241,35,6,5600.86
13618,23,930,2017-08-05,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-05-26,Female,Executive Secretary,Mass Customer,N,Yes,8.0,0.0,2477.0,5.777777777777778,4.666666666666667,5.730803177405119,5.608695652173913,21,3,3196.47
13619,54,129,2017-02-16,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-22,Male,Financial Advisor,High Net Worth,N,Yes,19.0,32.0,2142.0,5.818181818181818,7.142857142857143,5.580246913580247,5.978571428571429,178,4,4090.48
13621,73,2169,2017-07-09,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,Male,Senior Financial Analyst,Mass Customer,N,No,18.0,38.0,2283.0,5.366666666666666,5.5,5.722222222222222,5.48,117,6,10330.95
13622,82,2085,2017-12-03,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,Female,Pharmacist,Mass Customer,N,No,11.0,0.0,3196.0,5.84,4.142857142857143,5.730803177405119,5.649484536082475,27,3,4294.14
13623,21,82,2017-10-08,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,Female,Software Test Engineer III,High Net Worth,N,No,19.0,0.0,3977.0,5.416666666666667,5.818181818181818,5.730803177405119,5.978571428571429,78,5,5293.91
13624,84,196,2017-05-22,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,Male,Programmer Analyst II,High Net Worth,N,No,6.0,0.0,2747.0,6.222222222222222,6.916666666666667,5.730803177405119,5.882716049382716,146,8,6346.61
13625,30,2111,2017-02-11,False,Approved,Solex,Standard,high,medium,748.17,448.9,2006-11-10,Male,Speech Pathologist,Affluent Customer,N,Yes,12.0,44.0,2753.0,6.258064516129032,7.2,5.544642857142857,5.955056179775281,6,9,11111.3
13626,76,1666,2017-10-13,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2005-05-10,Male,Recruiting Manager,Mass Customer,N,No,14.0,40.0,2221.0,6.193548387096774,6.0,5.849162011173185,5.5683060109289615,78,4,5256.49
13627,53,1460,2017-02-09,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1996-04-05,Male,Information Systems Manager,High Net Worth,N,Yes,13.0,44.0,2207.0,5.806451612903226,6.166666666666667,5.544642857142857,5.624277456647399,12,8,14633.24
13629,89,490,2017-11-07,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,Female,Environmental Tech,Mass Customer,N,No,6.0,25.0,3070.0,5.85,7.2,5.4375,5.882716049382716,53,9,9886.75
13630,67,1086,2017-01-28,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1992-10-02,Male,Statistician IV,Mass Customer,N,Yes,4.0,28.0,3138.0,4.444444444444445,5.25,6.043478260869565,5.529761904761905,13,9,8640.220000000001
13632,78,3191,2017-05-11,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-10,Female,Director of Sales,Affluent Customer,N,Yes,12.0,0.0,4280.0,5.6923076923076925,6.333333333333333,5.730803177405119,5.955056179775281,7,8,9402.43
13633,45,1084,2017-12-16,False,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,Female,Accounting Assistant I,Affluent Customer,N,No,8.0,23.0,2322.0,7.875,7.8,5.538461538461538,5.608695652173913,4,11,11437.050000000001
13634,96,1220,2017-06-30,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Male,Editor,High Net Worth,N,No,14.0,30.0,3218.0,5.5625,6.5,5.651515151515151,5.5683060109289615,66,5,5406.34
13635,63,831,2017-11-04,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,Male,Paralegal,Affluent Customer,N,No,11.0,44.0,4207.0,5.518518518518518,6.0,5.544642857142857,5.649484536082475,11,5,4245.84
13636,4,824,2017-09-30,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2007-08-04,Female,Financial Advisor,Affluent Customer,N,Yes,12.0,40.0,4127.0,5.818181818181818,4.75,5.849162011173185,5.955056179775281,9,4,6017.27
13638,97,1089,2017-04-16,True,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,Female,Product Engineer,Affluent Customer,N,No,12.0,29.0,3136.0,5.333333333333333,6.0,5.454545454545454,5.955056179775281,151,7,6202.85
13640,95,976,2017-01-26,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,Male,Graphic Designer,Affluent Customer,N,No,10.0,0.0,3175.0,6.142857142857143,5.545454545454546,5.730803177405119,5.564971751412429,170,6,6710.5599999999995
13641,51,322,2017-02-17,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-02-09,Female,Research Associate,Mass Customer,N,Yes,11.0,40.0,4350.0,5.523809523809524,6.0,5.849162011173185,5.649484536082475,1,12,14782.23
13643,36,2775,2017-11-18,True,Approved,Solex,Standard,low,medium,945.04,507.58,2008-03-19,Female,Account Executive,Mass Customer,N,Yes,7.0,0.0,4014.0,5.6,8.0,5.730803177405119,5.862068965517241,12,6,6201.93
13644,25,1,2017-05-19,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1991-11-10,Female,Executive Secretary,Mass Customer,N,Yes,11.0,0.0,2016.0,5.777777777777778,6.0,5.730803177405119,5.649484536082475,7,11,9084.45
13645,44,2194,2017-11-18,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2006-10-01,Female,Electrical Engineer,Affluent Customer,N,Yes,11.0,0.0,4153.0,5.428571428571429,8.0,5.730803177405119,5.649484536082475,42,8,8464.84
13646,60,3203,2017-12-23,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1998-12-17,Male,GIS Technical Architect,Affluent Customer,N,Yes,7.0,32.0,4122.0,4.863636363636363,5.5,5.580246913580247,5.862068965517241,7,3,4714.8099999999995
13647,38,1949,2017-12-01,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,Female,Legal Assistant,Mass Customer,N,No,7.0,0.0,2280.0,5.972972972972973,5.0,5.730803177405119,5.862068965517241,29,7,8547.61
13649,90,924,2017-06-03,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,Male,Computer Systems Analyst II,Affluent Customer,N,No,13.0,41.0,2518.0,7.166666666666667,9.0,5.782608695652174,5.624277456647399,109,9,8254.23
13650,52,163,2017-09-07,False,Approved,Solex,Road,medium,large,1777.8,820.78,1991-08-05,Female,Librarian,High Net Worth,N,Yes,14.0,41.0,3016.0,5.5,4.5,5.782608695652174,5.5683060109289615,114,2,3089.24
13651,27,99,2017-12-28,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,Male,VP Accounting,Mass Customer,N,No,3.0,19.0,2160.0,5.37037037037037,6.083333333333333,5.647887323943662,5.767605633802817,2,9,8279.06
13652,80,2004,2017-05-05,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,Male,Nuclear Power Engineer,Affluent Customer,N,Yes,10.0,0.0,2470.0,6.40625,7.666666666666667,5.730803177405119,5.564971751412429,46,5,6042.51
13653,84,311,2017-10-30,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,Female,Internal Auditor,High Net Worth,N,No,12.0,0.0,2227.0,5.75,6.0,5.730803177405119,5.955056179775281,61,6,7559.06
13654,13,1380,2017-06-15,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,Female,Financial Analyst,Mass Customer,N,No,3.0,19.0,3791.0,6.166666666666667,3.0,5.647887323943662,5.767605633802817,198,3,4100.01
13655,79,3307,2017-09-03,True,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,Female,Analyst Programmer,High Net Worth,N,No,14.0,39.0,4740.0,5.526315789473684,5.090909090909091,5.946524064171123,5.5683060109289615,16,5,6066.91
13656,46,136,2017-10-17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2011-03-16,Male,Senior Developer,High Net Worth,N,Yes,7.0,44.0,4178.0,5.117647058823529,7.0,5.544642857142857,5.862068965517241,20,8,9406.85
13658,44,2235,2017-06-23,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,Female,Social Worker,Affluent Customer,N,No,16.0,38.0,4818.0,5.947368421052632,6.166666666666667,5.722222222222222,5.675531914893617,80,6,7834.27
13659,56,2361,2017-08-13,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2016-02-04,Female,Help Desk Operator,High Net Worth,N,Yes,20.0,0.0,4020.0,6.576923076923077,6.2,5.730803177405119,5.659090909090909,22,7,7640.51
13661,61,912,2017-08-22,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2012-05-18,Male,Sales Representative,Mass Customer,N,Yes,19.0,0.0,2211.0,5.703703703703703,6.0,5.730803177405119,5.978571428571429,40,7,7206.52
13662,94,206,2017-09-26,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2003-09-10,Female,Statistician I,Mass Customer,N,Yes,14.0,0.0,2066.0,5.0,6.333333333333333,5.730803177405119,5.5683060109289615,77,4,5633.8099999999995
